run number;step;mean norm-perception;SD;median norm-perception;iqr;q1;q3;agent 1;agent 2;agent 3;agent 4;agent 5;agent 6;agent 7;agent 8;agent 9;agent 10;agent 11;agent 12;agent 13;agent 14;agent 15;agent 16;agent 17;agent 18;agent 19;agent 20;agent 21;agent 22;agent 23;agent 24;agent 25;agent 26;agent 27;agent 28;agent 29;agent 30;agent 31;agent 32;agent 33;agent 34;agent 35;agent 36;agent 37;agent 38;agent 39;agent 40;agent 41;agent 42;agent 43;agent 44;agent 45;agent 46;agent 47;agent 48;agent 49;agent 50;agent 51;agent 52;agent 53;agent 54;agent 55;agent 56;agent 57;agent 58;agent 59;agent 60;agent 61;agent 62;agent 63;agent 64;agent 65;agent 66;agent 67;agent 68;agent 69;agent 70;agent 71;agent 72;agent 73;agent 74;agent 75;agent 76;agent 77;agent 78;agent 79;agent 80;agent 81;agent 82;agent 83;agent 84;agent 85;agent 86;agent 87;agent 88;agent 89;agent 90;agent 91;agent 92;agent 93;agent 94;agent 95;agent 96;agent 97;agent 98;agent 99;agent 100
39;377;0.93;0.04;0.94;0.06;0.90;0.96;0.98;0.88;1;0.88;0.86;0.89;0.93;0.93;0.9;0.93;0.98;0.9;0.94;0.88;0.98;0.95;0.94;0.89;0.94;0.96;0.88;0.88;0.99;0.93;0.88;0.88;0.94;0.96;0.88;0.92;0.95;0.95;0.91;0.95;0.9;0.95;1;0.91;0.95;0.9;0.91;0.93;0.93;0.95;0.95;0.87;0.94;0.95;0.99;0.82;0.98;0.96;0.98;0.98;0.93;0.87;0.98;1;0.97;0.89;0.87;0.98;0.96;0.93;0.9;0.96;0.89;0.93;0.96;0.96;0.93;0.96;0.98;0.93;0.94;0.96;0.95;0.98;0.93;0.88;0.87;0.94;0.94;0.93;0.91;0.9;0.92;0.95;0.95;0.97;0.92;0.98;0.94;0.95;0.98;0.95;0.97;0.93;0.93;0.9
40;377;0.50;0.02;0.50;0.03;0.49;0.52;0.45;0.52;0.52;0.49;0.49;0.5;0.53;0.51;0.51;0.51;0.5;0.49;0.49;0.56;0.46;0.5;0.46;0.51;0.49;0.48;0.51;0.51;0.49;0.53;0.51;0.48;0.51;0.49;0.49;0.5;0.52;0.49;0.49;0.52;0.51;0.52;0.46;0.47;0.47;0.51;0.53;0.54;0.5;0.53;0.52;0.52;0.51;0.49;0.49;0.49;0.5;0.49;0.58;0.49;0.49;0.51;0.49;0.5;0.49;0.48;0.5;0.47;0.53;0.49;0.5;0.57;0.52;0.51;0.51;0.48;0.51;0.57;0.53;0.54;0.49;0.51;0.46;0.52;0.51;0.48;0.48;0.48;0.51;0.53;0.51;0.52;0.48;0.52;0.49;0.49;0.5;0.54;0.49;0.51;0.51;0.52;0.51;0.52;0.5;0.49
41;377;0.84;0.05;0.84;0.05;0.81;0.86;0.82;0.82;0.84;0.86;0.88;0.84;0.85;0.79;0.98;0.84;0.81;0.82;0.8;0.99;0.83;0.84;0.82;0.83;0.84;0.8;0.9;0.86;0.85;0.79;0.84;0.84;0.86;0.85;0.93;0.82;0.86;0.81;0.89;0.85;0.9;0.85;0.81;0.84;0.95;0.85;0.83;0.85;0.81;0.84;0.82;0.81;0.7;0.7;0.82;0.82;0.87;0.87;0.81;0.81;0.81;0.88;0.85;0.87;0.79;0.8;0.83;0.85;0.83;0.85;0.81;0.82;0.83;0.8;0.65;0.81;0.8;0.86;0.84;0.86;0.89;0.82;0.8;0.82;0.99;0.84;0.85;0.88;0.81;0.98;0.85;0.99;0.91;0.86;0.87;0.85;0.93;0.8;0.86;0.86;0.83;0.85;0.85;0.81;0.81;0.81
42;377;0.95;0.03;0.94;0.06;0.92;0.98;0.93;0.92;0.92;0.93;0.93;0.92;0.92;0.98;0.93;0.89;0.92;0.93;0.98;0.91;0.88;0.94;0.91;0.93;0.95;0.98;0.9;0.89;0.92;0.92;0.94;0.94;0.99;0.99;0.95;0.93;0.96;1;0.95;0.98;0.93;0.99;0.98;0.99;0.98;0.93;0.95;0.99;0.93;0.96;0.91;0.98;0.84;0.98;0.93;0.97;0.86;0.99;0.96;0.98;0.97;0.89;0.96;0.92;0.93;0.98;0.91;0.91;0.92;0.94;0.92;0.93;0.98;0.99;0.93;0.93;0.93;0.98;0.89;0.87;0.98;0.93;0.96;0.93;0.92;0.98;0.95;0.98;0.98;0.94;0.99;0.98;0.94;0.94;0.95;0.94;0.92;0.98;0.94;0.98;0.98;0.98;0.98;1;0.98;0.98
43;377;0.36;0.07;0.38;0.04;0.35;0.39;0.41;0.25;0.36;0.38;0.36;0.36;0.37;0.39;0.41;0.02;0.4;0.37;0.42;0.35;0.36;0.35;0.37;0.38;0.38;0.42;0.36;0.43;0.35;0.43;0.36;0.34;0.36;0.25;0.43;0.33;0.38;0.34;0.38;0.37;0.38;0.35;0.37;0.39;0.38;0.36;0.38;0.51;0.38;0.31;0.37;0.35;0.32;0.35;0.41;0.27;0.36;0.37;0.39;0.34;0.39;0.4;0.38;0.42;0.42;0.37;0.37;0.44;0.38;0.37;0.38;0.4;0.38;0.42;0.38;0.35;0.36;0.33;0.4;0.38;0.43;0.27;0.38;0.34;0.27;0.38;0.35;0.33;0.4;0.38;0.18;0.42;0.4;0.41;0.39;0.39;0.39;0.44;0.38;0.37;0.36;0.02;0.35;0.36;0.34;0.39
44;377;0.90;0.04;0.90;0.04;0.88;0.92;0.91;0.92;0.93;0.93;0.88;0.97;0.89;0.98;0.92;0.88;0.88;0.89;0.92;0.89;0.87;0.88;0.89;0.88;0.91;0.9;0.98;0.88;0.93;0.9;0.88;0.87;0.87;0.89;0.91;0.88;0.91;0.94;0.92;0.91;0.88;0.88;0.91;0.88;0.99;0.88;0.86;0.88;0.9;0.91;0.95;0.89;0.89;0.87;0.98;0.89;0.89;0.82;0.88;0.9;0.89;0.87;0.95;0.91;0.98;0.98;0.9;0.92;0.88;0.86;0.93;0.92;0.88;0.91;0.91;0.99;0.89;0.9;0.92;0.86;0.86;0.85;0.88;0.89;0.92;0.97;0.89;0.88;0.91;0.88;0.98;0.94;0.94;0.91;0.89;0.88;0.9;0.9;0.87;0.91;0.85;0.86;0.88;0.92;0.98;0.97
45;377;0.70;0.04;0.70;0.03;0.69;0.72;0.79;0.7;0.72;0.68;0.72;0.69;0.7;0.69;0.71;0.72;0.67;0.66;0.68;0.71;0.8;0.68;0.78;0.68;0.65;0.72;0.7;0.68;0.67;0.76;0.72;0.7;0.67;0.7;0.77;0.71;0.7;0.66;0.69;0.69;0.69;0.7;0.69;0.8;0.71;0.68;0.69;0.77;0.62;0.66;0.71;0.72;0.7;0.7;0.71;0.72;0.7;0.7;0.69;0.72;0.69;0.73;0.7;0.67;0.7;0.68;0.71;0.7;0.69;0.69;0.72;0.67;0.79;0.8;0.7;0.69;0.7;0.72;0.69;0.65;0.77;0.67;0.7;0.71;0.68;0.7;0.7;0.7;0.76;0.71;0.7;0.73;0.67;0.7;0.77;0.77;0.7;0.7;0.65;0.73;0.63;0.68;0.68;0.72;0.7;0.7
46;377;0.96;0.02;0.96;0.04;0.94;0.98;0.97;0.93;0.97;0.95;0.95;0.97;0.96;0.9;0.92;0.98;0.97;0.94;0.98;0.96;0.95;0.96;0.98;0.98;0.97;0.94;0.96;0.93;0.87;0.94;0.96;0.98;0.98;0.97;0.94;0.92;0.89;0.99;0.96;0.95;0.94;0.99;0.98;1;0.96;0.96;0.98;0.94;0.96;0.95;0.99;0.95;0.99;0.96;0.88;0.96;0.96;0.93;0.97;0.96;0.93;0.96;0.93;0.97;0.98;0.95;0.95;0.93;0.98;0.98;0.96;0.98;0.92;0.94;0.98;0.99;0.94;0.96;0.97;0.94;0.98;0.95;0.95;0.98;0.96;0.98;0.94;0.97;0.95;0.99;0.93;0.97;0.94;0.98;0.98;0.93;0.95;0.98;0.95;0.94;0.95;0.99;0.95;0.93;0.9;0.95
47;377;0.06;0.04;0.06;0.07;0.02;0.09;0.09;0.03;0.07;0.07;0.02;0.02;0.04;0.04;0.02;0.08;0.01;0.07;0.09;0.02;0.01;0.05;0.1;0.08;0.04;0.06;0.04;0.09;0.08;0.08;0.02;0.06;0.09;0.07;0.06;0.02;0.04;0.15;0.14;0.09;0.04;0.09;0.02;0.11;0.06;0.01;0.06;0.06;0.07;0.02;0.07;0.14;0.08;0.02;0.09;0.07;0.12;0.06;0.06;0.02;0.04;0.05;0.12;0.09;0.09;0.02;0.04;0.06;0.08;0.02;0.01;0.02;0.08;0.12;0.05;0.02;0.1;0.09;0.03;0.11;0.01;0.06;0.03;0.09;0.02;0.09;0.06;0.02;0.14;0.15;0.06;0.09;0.07;0.01;0.05;0.08;0.08;0.08;0.02;0.1;0.02;0.02;0.09;0.07;0.02;0.02
48;377;0.90;0.03;0.90;0.04;0.88;0.92;0.9;0.91;0.88;0.89;0.88;0.88;0.98;0.88;0.93;0.88;0.89;0.89;0.89;0.91;0.88;0.99;0.88;0.92;1;0.96;0.89;0.91;0.91;0.87;0.84;0.92;0.88;0.92;0.89;0.92;0.95;0.91;0.92;0.88;0.93;0.9;0.95;0.93;0.92;0.88;0.94;0.9;0.92;0.92;0.89;0.88;0.92;0.99;0.86;0.84;0.89;0.88;0.9;0.9;0.9;0.9;0.9;0.89;0.89;0.88;0.94;0.92;0.89;0.88;0.89;0.91;0.9;0.98;0.85;0.93;0.92;0.91;0.9;0.94;0.89;0.88;0.86;0.91;0.9;0.88;0.88;0.94;0.89;0.89;0.9;0.92;0.9;0.86;0.86;0.88;0.88;0.92;0.94;0.88;0.95;0.9;0.92;0.89;0.91;0.91
49;377;0.86;0.06;0.85;0.07;0.82;0.89;0.89;0.81;0.84;0.84;0.85;0.85;0.91;0.86;0.98;0.84;0.91;0.81;0.77;0.83;0.86;0.88;0.85;0.82;0.98;0.99;0.81;0.87;0.82;0.82;0.86;0.85;1;0.79;0.83;1;0.87;0.84;0.98;0.84;0.83;0.85;0.89;0.85;0.85;1;0.84;0.88;0.84;0.9;0.86;0.84;0.9;0.7;0.79;0.78;0.88;0.86;0.76;0.91;0.81;0.87;0.77;0.83;0.78;0.8;0.78;0.87;0.85;0.91;0.84;0.82;0.76;0.81;0.93;0.82;0.93;0.85;0.8;0.98;0.83;0.95;0.9;0.81;0.86;0.96;0.86;0.83;0.85;0.74;0.87;0.81;0.82;0.84;0.82;0.86;0.89;0.94;0.93;0.81;0.94;0.85;0.98;0.83;0.86;0.7
50;377;0.98;0.01;0.98;0.00;0.98;0.98;0.98;0.98;0.98;0.97;0.98;0.99;0.98;0.98;0.98;0.96;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;1;0.98;0.95;0.98;0.98;0.98;0.98;0.97;0.96;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.99;0.98;0.98;0.98;0.97;0.93;0.96;0.98;0.97;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;1;0.98;0.98;0.98;0.98;0.98;0.98;0.99;0.97;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.97;0.97;0.98;0.98;0.98;0.99;0.98;0.98;0.98;0.98;0.98;0.98;0.95;0.98;0.99;0.98;0.98;0.98;0.98;0.98;0.96;0.98;0.98;0.98
51;377;0.93;0.05;0.94;0.03;0.92;0.95;0.95;0.96;0.93;0.9;0.59;0.92;0.98;0.9;0.97;0.95;0.98;0.89;0.94;0.9;0.92;0.95;0.89;0.95;0.93;0.99;0.95;0.92;0.99;0.94;0.92;0.94;0.93;0.94;0.99;0.96;0.98;0.95;0.96;0.93;0.94;0.94;0.95;0.88;1;0.9;0.98;0.94;0.92;0.96;0.91;0.91;0.94;0.95;0.88;0.98;0.99;0.99;0.86;0.98;0.9;0.98;0.94;0.94;0.92;0.93;0.91;0.95;0.91;0.96;0.98;0.96;0.89;0.92;0.98;0.93;0.94;0.94;0.88;0.94;0.95;0.93;0.94;0.98;0.92;0.93;0.92;0.95;0.94;0.95;0.88;0.94;0.96;0.91;0.87;0.92;0.93;0.93;0.94;0.92;0.94;0.9;0.91;0.94;0.94;0.86
52;377;0.56;0.06;0.56;0.04;0.54;0.58;0.58;0.58;0.57;0.53;0.57;0.58;0.54;0.58;0.58;0.56;0.53;0.58;0.53;0.57;0.54;0.56;0.58;0.56;0.57;0.57;0.56;0.57;0.51;0.57;0.58;0.54;0.59;0.57;0.56;0.58;0.57;0.57;0.44;0.52;0.52;0.55;0.57;0.55;0.54;0.56;0.55;0.54;0.57;0.58;0.58;0.57;0.57;0.57;0.53;0.57;0.58;0.58;0.49;0.58;0.58;0.58;0.52;0.55;0.53;0.55;0.54;0.49;0.51;0.57;0.55;0.61;0.56;0.56;0.56;0.54;0.57;0.54;0.56;0.56;0.58;0.51;0.55;0.57;0.27;0.54;0.58;0.58;0.57;0.54;0.67;0.63;0.55;0.99;0.58;0.57;0.46;0.58;0.55;0.53;0.55;0.56;0.58;0.51;0.56;0.56
53;377;0.90;0.05;0.89;0.07;0.86;0.93;0.99;0.86;0.85;0.86;0.88;0.83;0.91;0.98;0.93;0.94;0.91;0.98;0.99;0.88;0.87;0.86;0.91;0.87;0.98;0.91;0.9;0.88;0.91;0.91;0.82;0.91;0.92;0.87;0.94;0.85;0.88;0.87;0.91;0.85;0.74;0.85;0.86;0.89;0.77;0.92;1;0.89;0.87;0.85;0.89;0.89;0.85;0.88;0.83;0.82;0.98;0.86;0.93;0.86;0.89;0.9;0.89;0.99;0.98;0.94;0.86;0.92;0.87;0.94;0.99;0.88;0.92;0.87;0.95;0.84;0.84;0.86;0.95;0.99;0.92;0.85;0.86;0.88;0.85;0.85;0.98;0.86;0.9;0.99;0.86;0.86;0.92;0.95;0.93;0.86;0.85;0.84;0.93;0.87;0.99;0.91;0.86;0.98;1;0.91
54;377;0.82;0.11;0.82;0.13;0.77;0.90;0.45;0.77;0.83;0.82;0.84;0.83;0.72;0.99;0.8;0.94;0.75;0.81;0.91;0.59;0.89;0.85;0.92;0.68;0.69;0.79;0.98;0.86;0.81;0.89;0.82;0.98;0.91;0.83;0.99;0.77;0.8;0.78;0.78;0.85;0.79;0.76;0.76;0.82;0.98;0.76;0.8;0.89;0.82;0.69;0.84;0.99;0.8;0.82;0.9;0.87;0.98;0.64;0.72;0.59;0.8;0.86;0.87;0.79;0.77;0.77;0.53;0.76;0.82;0.75;0.9;0.79;0.9;0.77;0.83;0.98;0.8;0.87;0.95;0.91;0.85;0.9;0.99;0.82;0.81;0.99;0.92;0.86;0.7;0.8;0.73;0.93;0.5;0.75;0.94;0.93;0.91;0.6;0.85;0.75;1;0.85;0.89;0.76;0.81;0.76
55;377;0.94;0.03;0.94;0.06;0.91;0.97;0.93;0.91;0.95;0.93;0.91;0.97;0.94;0.94;0.98;0.93;0.93;0.95;0.94;0.9;0.98;0.96;0.95;0.98;0.99;0.91;0.9;0.82;0.92;0.98;0.98;0.94;0.94;0.95;0.91;0.94;0.98;0.93;0.9;0.9;0.91;0.94;0.91;0.91;0.93;1;0.89;0.91;0.95;0.9;0.9;0.92;0.91;0.95;0.95;0.98;0.88;0.93;0.9;0.94;0.92;0.95;0.93;0.93;0.95;0.98;0.93;0.94;0.95;0.99;0.98;0.92;0.89;0.9;0.93;0.99;0.98;0.96;0.9;0.93;0.99;0.99;0.93;0.96;0.99;0.9;0.92;0.93;0.98;0.89;0.94;0.94;0.97;0.94;0.97;0.92;0.98;0.96;0.91;0.98;0.98;0.95;0.97;0.97;0.91;0.91
56;377;0.98;0.01;0.98;0.00;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.92;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.99;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.99;0.92;0.98;0.99;1;0.98;0.98;0.98;0.98;0.99;0.98;0.98;0.98;0.99;0.99;0.98;1;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;1;1;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.93;0.93;0.98;0.97;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.99;0.98;0.97;0.98;0.94;0.98;0.98
57;377;0.97;0.02;0.98;0.00;0.98;0.98;0.99;0.99;0.91;0.95;0.98;0.98;0.99;0.98;0.99;0.98;0.98;0.98;1;0.98;0.94;0.96;0.96;0.96;0.99;0.99;0.96;0.98;0.99;0.98;0.91;1;0.98;0.98;0.98;0.85;0.99;0.97;0.98;0.99;0.98;0.92;0.98;0.97;0.98;0.98;0.97;0.94;0.98;0.98;0.98;0.99;0.98;0.98;0.98;0.98;0.98;0.99;0.98;0.98;0.91;0.97;0.98;0.98;1;0.98;0.99;0.98;0.98;0.91;0.98;0.98;0.96;0.98;0.98;0.98;0.99;0.99;0.93;0.97;0.98;0.98;0.98;0.98;0.98;0.98;1;0.96;0.94;0.98;1;0.98;0.97;0.98;0.99;0.98;0.99;1;1;0.93;0.98;0.98;0.99;0.98;0.98;0.97
58;377;0.92;0.06;0.93;0.06;0.90;0.96;0.94;0.98;0.95;0.99;0.74;0.93;0.96;0.87;0.91;0.87;0.62;0.91;0.95;0.92;0.92;0.99;0.93;0.93;0.94;0.97;0.99;0.92;0.95;0.94;0.99;0.99;1;0.93;0.97;0.96;0.86;0.87;0.95;0.94;0.95;0.88;0.73;0.92;0.87;0.83;0.9;0.94;1;0.94;0.94;0.91;0.89;0.8;0.97;0.92;0.95;0.97;0.83;0.9;0.95;0.98;0.92;0.91;0.92;0.9;0.94;0.93;0.9;0.93;0.88;0.99;0.76;0.94;0.91;0.88;1;0.98;0.91;0.92;0.99;0.97;0.96;0.89;0.88;0.95;0.89;0.93;0.82;0.84;0.91;0.98;0.88;0.9;0.93;0.88;0.92;0.91;0.98;0.98;0.97;0.98;0.81;0.91;0.93;0.98
59;377;0.95;0.03;0.95;0.04;0.94;0.98;0.96;0.98;0.98;0.98;0.96;0.96;0.98;0.94;1;0.98;0.94;0.91;0.94;0.95;0.95;0.95;0.95;0.94;0.95;0.94;0.98;1;0.92;0.98;0.95;0.94;0.98;0.98;0.92;0.94;0.93;0.96;0.85;0.82;0.94;0.92;0.98;0.95;0.94;0.94;0.95;0.95;0.91;0.99;0.99;0.91;0.95;0.98;0.97;0.95;0.96;0.95;0.95;0.98;0.95;0.96;0.98;0.82;0.95;0.99;0.93;0.98;0.98;0.93;0.98;0.95;0.98;0.95;0.95;0.97;0.95;0.96;0.97;0.98;0.98;0.93;0.95;0.94;0.96;0.95;0.92;0.93;0.96;0.94;0.94;0.89;0.98;0.95;0.9;0.92;0.92;0.97;0.96;0.99;0.95;0.98;0.98;0.98;0.94;0.98
60;377;0.95;0.03;0.95;0.04;0.94;0.98;0.98;0.95;0.94;0.94;0.95;0.99;0.95;0.92;0.95;0.98;0.97;0.94;0.99;0.93;0.98;0.84;0.92;0.99;0.92;0.96;0.94;0.95;0.96;0.95;0.98;0.98;0.9;0.93;0.99;0.96;0.94;0.94;0.94;0.95;0.98;0.95;0.94;0.98;0.97;0.98;0.92;0.98;0.96;0.95;0.98;0.98;0.96;0.98;0.92;0.98;0.95;0.95;0.95;0.96;0.94;0.93;0.97;0.93;0.96;0.92;0.99;0.95;0.98;0.96;0.94;0.97;0.94;0.99;0.93;0.92;0.89;1;0.95;0.98;0.97;0.91;0.94;0.91;0.92;0.94;0.93;0.93;0.98;0.92;0.97;0.94;0.97;0.93;0.98;0.98;0.98;0.94;0.93;0.99;0.98;0.93;0.98;0.95;0.97;0.99
61;377;0.88;0.05;0.87;0.04;0.86;0.90;0.87;0.81;0.88;0.87;0.86;0.94;0.97;0.86;0.92;0.87;0.85;0.86;0.86;0.86;0.88;0.84;0.86;0.82;0.88;0.98;0.85;0.87;0.88;0.86;0.86;0.91;0.86;0.92;0.98;0.87;0.84;0.86;1;0.86;0.9;0.98;0.85;0.88;0.92;0.85;0.86;0.86;0.85;0.85;0.89;0.99;0.85;0.89;0.85;0.91;0.88;0.85;0.85;0.85;0.87;0.89;0.85;0.93;0.87;0.94;1;0.95;0.86;0.83;0.86;0.87;0.86;0.89;0.86;0.85;0.87;0.86;0.87;0.9;0.87;0.9;0.93;0.84;0.86;0.86;0.96;0.99;0.89;1;0.91;0.88;0.86;0.81;0.88;0.85;0.88;0.86;0.81;0.84;0.85;0.99;0.85;0.94;0.86;0.86
62;377;0.02;0.03;0.02;0.00;0.02;0.02;0.02;0.02;0.02;0.25;0.02;0.04;0.02;0.02;0.01;0.02;0.02;0.02;0.02;0.02;0.04;0.02;0.01;0.02;0.02;0.05;0.02;0.02;0.02;0.02;0.02;0.02;0.04;0.01;0.02;0.03;0;0.04;0.02;0.04;0.01;0.01;0.02;0.02;0.02;0.02;0.02;0.02;0.04;0.02;0.02;0.02;0.02;0.03;0.02;0;0.01;0.02;0.02;0.02;0.02;0.02;0.03;0.18;0.02;0.01;0.02;0.02;0.02;0.07;0.03;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.01;0.02;0.02;0.02;0.01;0;0.02;0.02;0.01;0.03;0.01;0.02;0.02;0.01;0.02;0.02;0.03;0.02;0.02;0.02;0.02;0.01;0.02;0.02;0.01;0.04;0.02
63;377;0.50;0.03;0.49;0.03;0.48;0.51;0.49;0.51;0.55;0.53;0.5;0.47;0.49;0.48;0.48;0.49;0.53;0.48;0.47;0.47;0.48;0.56;0.51;0.4;0.48;0.52;0.49;0.52;0.49;0.38;0.49;0.48;0.48;0.49;0.48;0.49;0.49;0.48;0.54;0.47;0.55;0.46;0.5;0.51;0.53;0.51;0.54;0.55;0.49;0.48;0.52;0.51;0.51;0.51;0.49;0.49;0.52;0.5;0.48;0.48;0.51;0.55;0.47;0.48;0.51;0.49;0.47;0.48;0.48;0.52;0.52;0.53;0.51;0.48;0.48;0.51;0.52;0.49;0.5;0.54;0.48;0.5;0.54;0.49;0.48;0.52;0.49;0.57;0.48;0.52;0.48;0.49;0.49;0.48;0.51;0.48;0.51;0.51;0.49;0.51;0.49;0.49;0.52;0.5;0.5;0.52
64;377;0.97;0.02;0.98;0.01;0.97;0.98;0.99;0.94;0.98;0.94;0.98;0.98;0.94;0.98;0.95;0.98;0.98;0.98;0.94;0.97;0.98;0.99;0.94;0.98;0.98;0.98;0.93;0.99;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.93;0.98;1;0.93;0.94;0.98;0.98;0.95;0.94;0.99;0.99;0.99;0.93;0.98;0.98;0.99;0.98;0.98;0.98;0.98;0.97;0.98;1;0.99;0.98;0.94;0.98;0.98;0.98;0.98;0.94;0.97;0.98;0.98;0.97;0.98;0.98;1;0.98;0.98;0.98;0.96;0.87;0.98;1;0.89;0.98;0.98;0.98;0.99;0.98;0.98;0.98;0.96;0.98;0.97;0.97;1;0.99;0.98;0.95;0.98;0.98;0.94;0.97;0.89;0.98;0.98;0.94;0.94
65;377;0.96;0.03;0.96;0.04;0.94;0.98;0.98;0.92;0.92;1;0.89;0.99;0.96;0.95;0.97;0.96;0.88;0.97;0.98;0.96;0.96;0.98;0.96;0.98;0.97;0.98;0.98;0.92;0.98;0.93;0.96;0.93;0.87;0.94;0.97;0.95;0.96;0.98;0.97;0.97;0.98;0.93;0.93;0.98;0.95;0.98;0.98;0.89;0.96;0.98;0.94;0.97;0.95;0.98;0.96;0.95;0.97;0.97;0.97;1;0.94;0.93;0.98;0.89;0.92;0.91;0.99;0.99;0.98;0.92;0.91;0.99;0.93;0.98;0.94;0.98;0.93;0.94;0.98;0.98;0.94;0.96;0.96;0.98;0.96;0.98;0.98;0.98;0.96;0.96;0.98;0.94;0.95;0.99;0.98;0.91;0.92;0.92;0.97;0.96;0.98;0.98;0.94;0.99;0.98;0.92
66;377;0.95;0.06;0.95;0.04;0.94;0.98;1;0.97;0.5;0.99;0.94;0.88;0.97;0.93;0.95;0.95;0.95;0.95;0.99;0.93;0.99;0.99;0.97;0.97;0.99;0.95;0.94;0.99;0.95;0.95;0.93;0.96;0.97;0.95;0.98;0.94;0.93;0.89;0.98;0.93;0.95;0.73;0.94;0.94;0.94;0.95;0.93;0.89;0.93;0.96;0.95;0.95;0.99;0.99;0.98;0.93;0.97;0.98;0.94;0.95;0.88;0.97;0.98;0.98;0.94;0.94;0.97;0.95;0.98;0.95;0.94;0.98;0.94;0.98;0.94;0.98;0.94;0.93;0.95;0.99;0.99;0.95;0.99;0.97;0.97;0.98;0.94;0.99;0.81;0.91;0.98;0.95;0.92;0.87;0.98;0.98;0.98;0.92;0.98;0.94;0.93;0.9;0.94;0.97;0.94;0.92
67;377;0.91;0.04;0.90;0.03;0.89;0.92;0.91;0.92;0.9;0.91;0.94;0.93;0.91;0.91;0.89;0.85;0.88;0.88;0.9;0.9;0.9;0.93;0.87;0.66;0.9;0.9;0.9;0.9;0.9;0.98;0.94;0.93;0.9;0.9;0.88;0.92;0.88;0.92;0.94;0.91;0.91;0.99;0.91;0.93;0.9;0.94;0.98;0.88;0.91;0.87;0.89;0.9;0.89;0.91;0.95;0.91;0.88;0.92;0.89;0.9;0.89;0.91;0.92;0.92;0.89;0.87;0.91;0.85;0.91;1;0.86;0.88;0.91;0.89;1;0.82;0.89;0.94;0.89;0.87;0.91;0.93;0.9;0.9;0.98;0.76;0.87;0.9;0.91;0.9;0.92;0.92;0.93;0.99;0.89;0.89;0.99;0.93;0.94;0.94;0.88;0.9;0.9;0.91;0.89;0.88
68;377;0.86;0.05;0.84;0.05;0.82;0.87;0.85;0.81;0.84;0.88;0.86;0.87;0.82;0.83;0.84;0.83;0.81;0.9;0.98;0.96;0.82;0.84;0.88;0.83;0.81;0.73;0.87;0.81;0.84;0.87;0.84;0.95;0.84;0.98;0.85;0.81;0.85;0.81;0.76;0.84;0.84;0.85;0.87;0.86;0.92;0.85;0.85;1;0.81;0.86;0.85;0.95;0.8;0.84;0.85;0.86;0.84;0.94;0.82;0.82;0.87;0.93;0.85;0.84;0.81;0.85;0.81;0.85;0.84;0.84;0.89;0.83;0.82;0.81;0.83;0.91;0.86;0.86;0.8;0.84;0.82;0.97;0.82;0.85;0.84;0.88;0.86;0.77;0.82;0.82;0.83;0.82;0.85;0.86;0.86;0.84;0.99;0.99;0.87;0.82;0.84;0.92;0.85;0.88;0.83;0.89
69;377;0.97;0.05;0.98;0.00;0.98;0.98;0.98;0.97;0.98;0.98;1;0.97;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.99;0.98;0.98;0.98;1;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.99;0.98;0.99;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.56;0.98;0.98;0.76;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.96;0.98;0.99;0.98;0.98;0.98;0.98;0.98;0.99;0.98;0.98;1;0.98;0.98;0.98;0.98;0.98;0.98;0.98;0.95;0.98;0.98;0.98
